9.337620000000000000e+05,0.000000000000000000e+00
9.340050000000000000e+05,4.890000000000000000e+02
9.344940000000000000e+05,4.920000000000000000e+02
9.349860000000000000e+05,4.890000000000000000e+02
9.354750000000000000e+05,1.000000000000000000e+00
9.354760000000000000e+05,4.910000000000000000e+02
9.359670000000000000e+05,1.000000000000000000e+00
9.359680000000000000e+05,4.880000000000000000e+02
9.364560000000000000e+05,1.000000000000000000e+00
9.364570000000000000e+05,4.910000000000000000e+02
9.369480000000000000e+05,1.000000000000000000e+00
9.369490000000000000e+05,4.890000000000000000e+02
9.374380000000000000e+05,4.920000000000000000e+02
9.379300000000000000e+05,4.890000000000000000e+02
9.384190000000000000e+05,1.000000000000000000e+00
9.384200000000000000e+05,2.500000000000000000e+02
9.386700000000000000e+05,1.000000000000000000e+00
9.386710000000000000e+05,3.588000000000000000e+03
9.422590000000000000e+05,1.000000000000000000e+00
9.422600000000000000e+05,2.420000000000000000e+02
9.425020000000000000e+05,1.000000000000000000e+00
9.425030000000000000e+05,4.880000000000000000e+02
9.429910000000000000e+05,1.000000000000000000e+00
9.429920000000000000e+05,4.910000000000000000e+02
9.434830000000000000e+05,4.890000000000000000e+02
9.439720000000000000e+05,1.000000000000000000e+00
9.439730000000000000e+05,4.910000000000000000e+02
9.444640000000000000e+05,4.890000000000000000e+02
9.449530000000000000e+05,1.000000000000000000e+00
9.449540000000000000e+05,4.910000000000000000e+02
9.454450000000000000e+05,4.890000000000000000e+02
9.459340000000000000e+05,1.000000000000000000e+00
9.459350000000000000e+05,2.630000000000000000e+02
9.461980000000000000e+05,1.000000000000000000e+00
9.461990000000000000e+05,2.420000000000000000e+02
9.464410000000000000e+05,1.000000000000000000e+00
9.464420000000000000e+05,4.940000000000000000e+02
9.469360000000000000e+05,1.000000000000000000e+00
9.469370000000000000e+05,2.520000000000000000e+02
9.471890000000000000e+05,1.000000000000000000e+00
9.471900000000000000e+05,2.420000000000000000e+02
9.474320000000000000e+05,1.000000000000000000e+00
9.474330000000000000e+05,4.950000000000000000e+02
9.479280000000000000e+05,2.520000000000000000e+02
9.481800000000000000e+05,2.430000000000000000e+02
9.484230000000000000e+05,4.950000000000000000e+02
9.489180000000000000e+05,2.520000000000000000e+02
9.491700000000000000e+05,1.000000000000000000e+00
9.491710000000000000e+05,2.420000000000000000e+02
9.494130000000000000e+05,1.000000000000000000e+00
9.494140000000000000e+05,4.950000000000000000e+02
9.499090000000000000e+05,1.000000000000000000e+00
9.499100000000000000e+05,2.660000000000000000e+02
9.501760000000000000e+05,2.430000000000000000e+02
9.504190000000000000e+05,2.520000000000000000e+02
9.506710000000000000e+05,2.430000000000000000e+02
9.509140000000000000e+05,2.520000000000000000e+02
9.511660000000000000e+05,2.420000000000000000e+02
9.514080000000000000e+05,1.000000000000000000e+00
9.514090000000000000e+05,2.510000000000000000e+02
9.516600000000000000e+05,1.000000000000000000e+00
9.516610000000000000e+05,2.430000000000000000e+02
9.519040000000000000e+05,2.510000000000000000e+02
9.521550000000000000e+05,1.000000000000000000e+00
9.521560000000000000e+05,2.420000000000000000e+02
9.523980000000000000e+05,1.000000000000000000e+00
9.523990000000000000e+05,4.940000000000000000e+02
9.528930000000000000e+05,4.960000000000000000e+02
9.533890000000000000e+05,1.000000000000000000e+00
9.533900000000000000e+05,4.940000000000000000e+02
9.538840000000000000e+05,2.680000000000000000e+02
9.541520000000000000e+05,2.420000000000000000e+02
9.543940000000000000e+05,1.000000000000000000e+00
9.543950000000000000e+05,4.950000000000000000e+02
9.548900000000000000e+05,1.000000000000000000e+00
9.548910000000000000e+05,4.940000000000000000e+02
9.553850000000000000e+05,1.000000000000000000e+00
9.553860000000000000e+05,2.520000000000000000e+02
9.556380000000000000e+05,2.430000000000000000e+02
9.558810000000000000e+05,2.530000000000000000e+02
9.561340000000000000e+05,2.420000000000000000e+02
9.563760000000000000e+05,1.000000000000000000e+00
9.563770000000000000e+05,2.520000000000000000e+02
9.566290000000000000e+05,1.000000000000000000e+00
9.566300000000000000e+05,2.420000000000000000e+02
9.568720000000000000e+05,1.000000000000000000e+00
9.568730000000000000e+05,2.520000000000000000e+02
9.571250000000000000e+05,2.430000000000000000e+02
9.573680000000000000e+05,1.000000000000000000e+00
9.573690000000000000e+05,2.520000000000000000e+02
9.576210000000000000e+05,2.430000000000000000e+02
9.578640000000000000e+05,5.100000000000000000e+02
9.583740000000000000e+05,1.000000000000000000e+00
9.583750000000000000e+05,4.940000000000000000e+02
9.588690000000000000e+05,4.960000000000000000e+02
9.593650000000000000e+05,4.950000000000000000e+02
9.598600000000000000e+05,4.950000000000000000e+02
9.603550000000000000e+05,1.000000000000000000e+00
9.603560000000000000e+05,4.940000000000000000e+02
9.608500000000000000e+05,1.000000000000000000e+00
9.608510000000000000e+05,4.950000000000000000e+02
9.613460000000000000e+05,1.000000000000000000e+00
9.613470000000000000e+05,2.510000000000000000e+02
9.615980000000000000e+05,2.430000000000000000e+02
9.618410000000000000e+05,5.090000000000000000e+02
9.623500000000000000e+05,1.000000000000000000e+00
9.623510000000000000e+05,4.950000000000000000e+02
9.628460000000000000e+05,1.000000000000000000e+00
9.628470000000000000e+05,2.510000000000000000e+02
9.630980000000000000e+05,1.000000000000000000e+00
9.630990000000000000e+05,2.420000000000000000e+02
9.633410000000000000e+05,1.000000000000000000e+00
9.633420000000000000e+05,2.510000000000000000e+02
9.635930000000000000e+05,1.000000000000000000e+00
9.635940000000000000e+05,2.420000000000000000e+02
9.638360000000000000e+05,1.000000000000000000e+00
9.638370000000000000e+05,2.510000000000000000e+02
9.640880000000000000e+05,2.430000000000000000e+02
9.643310000000000000e+05,4.950000000000000000e+02
9.648260000000000000e+05,4.960000000000000000e+02
9.653220000000000000e+05,4.940000000000000000e+02
9.658160000000000000e+05,1.000000000000000000e+00
9.658170000000000000e+05,2.670000000000000000e+02
9.660840000000000000e+05,2.430000000000000000e+02
9.663270000000000000e+05,4.960000000000000000e+02
9.668230000000000000e+05,4.940000000000000000e+02
9.673170000000000000e+05,1.000000000000000000e+00
9.673180000000000000e+05,2.530000000000000000e+02
9.675710000000000000e+05,2.420000000000000000e+02
9.678130000000000000e+05,1.000000000000000000e+00
9.678140000000000000e+05,2.520000000000000000e+02
9.680660000000000000e+05,1.000000000000000000e+00
9.680670000000000000e+05,2.420000000000000000e+02
9.683090000000000000e+05,4.960000000000000000e+02
9.688050000000000000e+05,4.950000000000000000e+02
9.693000000000000000e+05,4.950000000000000000e+02
9.697950000000000000e+05,1.000000000000000000e+00
9.697960000000000000e+05,5.090000000000000000e+02
9.703050000000000000e+05,4.960000000000000000e+02
9.708010000000000000e+05,4.950000000000000000e+02
9.712960000000000000e+05,4.950000000000000000e+02
9.717910000000000000e+05,1.000000000000000000e+00
9.717920000000000000e+05,2.510000000000000000e+02
9.720430000000000000e+05,1.000000000000000000e+00
9.720440000000000000e+05,2.420000000000000000e+02
9.722860000000000000e+05,1.000000000000000000e+00
9.722870000000000000e+05,4.940000000000000000e+02
9.727810000000000000e+05,1.000000000000000000e+00
9.727820000000000000e+05,4.950000000000000000e+02
9.732770000000000000e+05,4.950000000000000000e+02
9.737720000000000000e+05,2.670000000000000000e+02
9.740390000000000000e+05,1.000000000000000000e+00
9.740400000000000000e+05,2.420000000000000000e+02
9.742820000000000000e+05,1.000000000000000000e+00
9.742830000000000000e+05,2.520000000000000000e+02
9.745350000000000000e+05,2.430000000000000000e+02
9.747780000000000000e+05,2.530000000000000000e+02
9.750310000000000000e+05,2.430000000000000000e+02
9.752740000000000000e+05,2.520000000000000000e+02
9.755260000000000000e+05,1.000000000000000000e+00
9.755270000000000000e+05,2.420000000000000000e+02
9.757690000000000000e+05,1.000000000000000000e+00
9.757700000000000000e+05,2.520000000000000000e+02
9.760220000000000000e+05,1.000000000000000000e+00
9.760230000000000000e+05,2.420000000000000000e+02
9.762650000000000000e+05,1.000000000000000000e+00
9.762660000000000000e+05,4.950000000000000000e+02
9.767610000000000000e+05,1.000000000000000000e+00
9.767620000000000000e+05,2.510000000000000000e+02
9.770130000000000000e+05,2.430000000000000000e+02
9.772560000000000000e+05,2.520000000000000000e+02
9.775080000000000000e+05,2.430000000000000000e+02
9.777510000000000000e+05,5.090000000000000000e+02
9.782600000000000000e+05,1.000000000000000000e+00
9.782610000000000000e+05,4.950000000000000000e+02
9.787560000000000000e+05,1.000000000000000000e+00
9.787570000000000000e+05,4.940000000000000000e+02
9.792510000000000000e+05,1.000000000000000000e+00
9.792520000000000000e+05,2.520000000000000000e+02
9.795040000000000000e+05,2.430000000000000000e+02
9.797470000000000000e+05,4.950000000000000000e+02
9.802420000000000000e+05,1.000000000000000000e+00
9.802430000000000000e+05,2.510000000000000000e+02
9.804940000000000000e+05,1.000000000000000000e+00
9.804950000000000000e+05,2.420000000000000000e+02
9.807370000000000000e+05,1.000000000000000000e+00
9.807380000000000000e+05,4.940000000000000000e+02
9.812320000000000000e+05,1.000000000000000000e+00
9.812330000000000000e+05,4.950000000000000000e+02
9.817280000000000000e+05,2.540000000000000000e+02
9.819820000000000000e+05,1.000000000000000000e+00
9.819830000000000000e+05,5.147400000000000000e+04
1.033457000000000000e+06,1.000000000000000000e+00
1.033458000000000000e+06,2.420000000000000000e+02
1.033700000000000000e+06,4.890000000000000000e+02
1.034189000000000000e+06,1.000000000000000000e+00
1.034190000000000000e+06,4.910000000000000000e+02
1.034681000000000000e+06,1.000000000000000000e+00
1.034682000000000000e+06,4.890000000000000000e+02
1.035171000000000000e+06,4.920000000000000000e+02
1.035663000000000000e+06,4.890000000000000000e+02
1.036152000000000000e+06,4.920000000000000000e+02
1.036644000000000000e+06,4.890000000000000000e+02
1.037133000000000000e+06,1.000000000000000000e+00
1.037134000000000000e+06,4.910000000000000000e+02
1.037625000000000000e+06,1.000000000000000000e+00
1.037626000000000000e+06,4.890000000000000000e+02
1.038115000000000000e+06,2.510000000000000000e+02
1.038366000000000000e+06,3.589000000000000000e+03
1.041955000000000000e+06,2.420000000000000000e+02
1.042197000000000000e+06,1.000000000000000000e+00
1.042198000000000000e+06,4.890000000000000000e+02
1.042687000000000000e+06,4.910000000000000000e+02
1.043178000000000000e+06,1.000000000000000000e+00
1.043179000000000000e+06,4.890000000000000000e+02
1.043668000000000000e+06,4.910000000000000000e+02
1.044159000000000000e+06,1.000000000000000000e+00
1.044160000000000000e+06,4.880000000000000000e+02
1.044648000000000000e+06,1.000000000000000000e+00
1.044649000000000000e+06,4.910000000000000000e+02
1.045140000000000000e+06,1.000000000000000000e+00
1.045141000000000000e+06,4.880000000000000000e+02
1.045629000000000000e+06,1.000000000000000000e+00
1.045630000000000000e+06,2.640000000000000000e+02
1.045894000000000000e+06,1.000000000000000000e+00
1.045895000000000000e+06,2.420000000000000000e+02
1.046137000000000000e+06,4.950000000000000000e+02
1.046632000000000000e+06,2.530000000000000000e+02
1.046885000000000000e+06,2.430000000000000000e+02
1.047128000000000000e+06,4.950000000000000000e+02
1.047623000000000000e+06,1.000000000000000000e+00
1.047624000000000000e+06,2.510000000000000000e+02
1.047875000000000000e+06,1.000000000000000000e+00
1.047876000000000000e+06,2.420000000000000000e+02
1.048118000000000000e+06,1.000000000000000000e+00
1.048119000000000000e+06,4.940000000000000000e+02
1.048613000000000000e+06,1.000000000000000000e+00
1.048614000000000000e+06,2.520000000000000000e+02
1.048866000000000000e+06,1.000000000000000000e+00
1.048867000000000000e+06,2.420000000000000000e+02
1.049109000000000000e+06,4.960000000000000000e+02
1.049605000000000000e+06,2.660000000000000000e+02
1.049871000000000000e+06,1.000000000000000000e+00
1.049872000000000000e+06,2.420000000000000000e+02
1.050114000000000000e+06,1.000000000000000000e+00
1.050115000000000000e+06,2.510000000000000000e+02
1.050366000000000000e+06,1.000000000000000000e+00
1.050367000000000000e+06,2.420000000000000000e+02
1.050609000000000000e+06,1.000000000000000000e+00
1.050610000000000000e+06,2.510000000000000000e+02
1.050861000000000000e+06,1.000000000000000000e+00
1.050862000000000000e+06,2.420000000000000000e+02
1.051104000000000000e+06,1.000000000000000000e+00
1.051105000000000000e+06,2.510000000000000000e+02
1.051356000000000000e+06,2.430000000000000000e+02
1.051599000000000000e+06,1.000000000000000000e+00
1.051600000000000000e+06,2.510000000000000000e+02
1.051851000000000000e+06,1.000000000000000000e+00
1.051852000000000000e+06,2.420000000000000000e+02
1.052094000000000000e+06,4.950000000000000000e+02
1.052589000000000000e+06,4.950000000000000000e+02
1.053084000000000000e+06,1.000000000000000000e+00
1.053085000000000000e+06,4.940000000000000000e+02
1.053579000000000000e+06,1.000000000000000000e+00
1.053580000000000000e+06,2.670000000000000000e+02
1.053847000000000000e+06,1.000000000000000000e+00
1.053848000000000000e+06,2.420000000000000000e+02
